,data_x,data_y
0,0.0,1.0
1,0.5263157894736842,0.8646637019492132
2,1.0526315789473684,0.49528663493703556
3,1.5789473684210527,-0.008150951367961911
4,2.1052631578947367,-0.5093822985054953
5,2.631578947368421,-0.8727378164983596
6,3.1578947368421053,-0.9998671239835942
7,3.6842105263157894,-0.8563598012635754
8,4.2105263157894735,-0.481059347938517
9,4.7368421052631575,0.024450687971989904
10,5.263157894736842,0.5233425926926488
11,5.789473684210526,0.88057999919866
12,6.315789473684211,0.9994685312464484
13,6.842105263157895,0.8478283212199336
14,7.368421052631579,0.46670421844038057
15,7.894736842105263,-0.04074392675598614
16,8.421052631578947,-0.5371638075219377
17,8.947368421052632,-0.8881881659741209
18,9.473684210526315,-0.9988043277153927
19,10.0,-0.8390715290764524
